score,review,y
2,"저녁에는 웨이팅이 있다고 들었는데, 대체 여기 줄을 왜 서는 건지... 직원들 불친절한 건 둘째고 그냥 맛 자체가 X",0
2,,0
4,직원 교육 좀 시키세요 내 돈 주고 밥먹는데 눈치 보여요,1
1,위생 개판이고 컵에 드러운거 덕지덕지 붙어있어요.제발 좀 닦으세요! 그리고 부탄가스좀 갈아요 제발.알바 화상입을뻔했고 잘못했다가 손님얼굴에 불 붙었으면 어쩌려고그러시나요? 맛은 그저 그래요. 춘천꺼 먹다 여기꺼 못먹겠음.위치빨임.,0
3,맛도 특색없고 비위생적이었어요..!,0
2,"닭갈비는 1인분에 11,000원이구요. 사진은 닭갈비 2인분 주문해서 음식 나오자마자 전혀 손도 안대고 찍은 사진입니다. 진짜 팩트에요 저렇게 나옵니다. 양 보고 진짜 어이가 없었네요. 그리고 무엇보다 직원들 진짜 싸가지 없네요 밥맛 다 떨어지게..양도 직원들 싸가지도 다 없지만 뭣보다 가장 중요한 맛이 없습니다. 이 돈 주고 웨이팅 서가면서 왜 먹는지 전혀 모르겠네요. 재방문 의사 절대 없습니다.",0
3,웨이팅 줄을 가게 안에 세우는게 맞나 싶네요 밥먹고 있는데 옆에 사람들 득실 거려서 먹기 좀 그랬음 맛도 그냥저냥한번 먹고 안갈곳,0
5,"정말 딱 3점짜리 가게.저렴하지도, 맛없지도 그렇다고 맛있지도, 임팩트가 있지도 않은 딱 3점짜리 가게점심식사하기 좋음",1
2,"저녁에는 웨이팅이 있다고 들었는데, 대체 여기 줄을 왜 서는 건지... 직원들 불친절한 건 둘째고 그냥 맛 자체가 X",0
2,,0
4,직원 교육 좀 시키세요 내 돈 주고 밥먹는데 눈치 보여요,1
1,"셀프 반찬인데, 고추나 마늘 없이 쌈무와 쌈채소, 쌈장뿐양도 맛도 그냥 그랬어요..밀키트 데운 맛 입니다",0
3,가끔 가는데 맛있어용,0
1,모듬사리를 추가하면 양이 생각보다 많습니다.볶음밥에 김치가 더 있었으면 하는 아쉬움이 있습니다.가끔 재방문 할 의사 있습니다.,0
2,보통맛은 맛있고순한맛은 다시 안먹을것 같아요직원 분들 친절했어요~~,0
4,그냥 그럼 ..,1
1,위생 개판이고 컵에 드러운거 덕지덕지 붙어있어요.제발 좀 닦으세요! 그리고 부탄가스좀 갈아요 제발.알바 화상입을뻔했고 잘못했다가 손님얼굴에 불 붙었으면 어쩌려고그러시나요? 맛은 그저 그래요. 춘천꺼 먹다 여기꺼 못먹겠음.위치빨임.,0
3,맛도 특색없고 비위생적이었어요..!,0
2,"닭갈비는 1인분에 11,000원이구요. 사진은 닭갈비 2인분 주문해서 음식 나오자마자 전혀 손도 안대고 찍은 사진입니다. 진짜 팩트에요 저렇게 나옵니다. 양 보고 진짜 어이가 없었네요. 그리고 무엇보다 직원들 진짜 싸가지 없네요 밥맛 다 떨어지게..양도 직원들 싸가지도 다 없지만 뭣보다 가장 중요한 맛이 없습니다. 이 돈 주고 웨이팅 서가면서 왜 먹는지 전혀 모르겠네요. 재방문 의사 절대 없습니다.",0
3,웨이팅 줄을 가게 안에 세우는게 맞나 싶네요 밥먹고 있는데 옆에 사람들 득실 거려서 먹기 좀 그랬음 맛도 그냥저냥한번 먹고 안갈곳,0
5,"정말 딱 3점짜리 가게.저렴하지도, 맛없지도 그렇다고 맛있지도, 임팩트가 있지도 않은 딱 3점짜리 가게점심식사하기 좋음",1
2,"저녁에는 웨이팅이 있다고 들었는데, 대체 여기 줄을 왜 서는 건지... 직원들 불친절한 건 둘째고 그냥 맛 자체가 X",0
2,,0
4,직원 교육 좀 시키세요 내 돈 주고 밥먹는데 눈치 보여요,1
1,"셀프 반찬인데, 고추나 마늘 없이 쌈무와 쌈채소, 쌈장뿐양도 맛도 그냥 그랬어요..밀키트 데운 맛 입니다",0
3,가끔 가는데 맛있어용,0
1,모듬사리를 추가하면 양이 생각보다 많습니다.볶음밥에 김치가 더 있었으면 하는 아쉬움이 있습니다.가끔 재방문 할 의사 있습니다.,0
2,보통맛은 맛있고순한맛은 다시 안먹을것 같아요직원 분들 친절했어요~~,0
4,그냥 그럼 ..,1
2,,0
1,조리가 다 되어서 빨리 나오는 것이 장점이며 쌈채소와 양배추 샐러드가 싱싱하여 좋았음.맛은 괜찮은 편이나 짠 편이며 대기가 이렇게 많을 정도의 맛은 전혀 아님.업주로 보이는 카운터보는 남성의 태도가 상당히 무례함. 대기 및 들어오는 손님을 본인이 안내하고 관리할 생각을 안하고 줄서있는 손님들한테 다그치듯 묻질 않나 내가 당한것도 아닌데 보기만 해도 불쾌해짐. 손님이 많고 장사가 잘되니 여러번 설명하기 힘들어서 그런거라 이해를 해보지만 돈 내고 감정노동하고 온 기분이라 다시 안가고 싶음.,0
1,비주얼 좋음  음식사진 잘나옴 맛 없음당면끼리 서로 눌어붙음양념 맛 없음 너무 달고 특색 없음 입맛 당기는 맛이 절대 아님 치즈 안 늘어남고기가 퍽퍽하고 고기자체가 별로없음매장 더움테이블에 벌레 날아옴목이 좋아서 장사가 잘 되는 게 분명..,0
6,어제 저녁에 방문했습니다.카운터쪽에 주로 계시던 회색 부리형 마스크 끼신 남자분 너무 불친절해서 불편하게 먹고 나왔네요휴지 어디있냐고 물어봤는데 고갯짓으로 ㅋㅋ 가르키시고 채소 있냐고 여쭤봤는데 손짓으로 ㅋㅋ 다른분들은 친절하신데 .. 아쉽네요,1
4,자주 방문 하는 곳,1
6,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,1
3,,0
5,잘먹었슘다! 맛있어요:),1
6,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,1
3,,0
5,잘먹었슘다! 맛있어요:),1
3,5인 방문해서 세트 및 주류 왕창 시킴. 뭐 달라고 하면 가서 안옴. 또 눌러서 달라고 해야 2번째에 갖다줌. 맥주도 세 번 부름. 스프라이트 30분 후에 옴. 볶음밥은 와서 재료 던져놓고 한참을 안옴. 벨 눌러서 부르니 그냥 양념넣고 가서 또 한참을 안옴. 탈때까지 기다려보자고 했는데 친구가 벨 안눌렀으면 볼만했을듯. 볶음밥 하나 먹는데 벨을 4번 누르는 가게. 돈은 비싸고 룸은 덥고 서비스는 느리고 돈보다도 시간이 아깝고 오랜만에 만난 사람들에게 미안했던 방문. 그 다음 모임들은 전부 다른 가게로 옮겼습니다.,0
7,친절하세요ㅎㅎ 잘먹었습니다,1
4,,1
4,가격대비 서비스를 받는다는 느낌이 안들고 고기도 그냥저냥 깍두기 볶음밥은 별로입니다..,1
3,된찌밥이 진짜 별미,0
6,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,1
3,,0
5,잘먹었슘다! 맛있어요:),1
3,5인 방문해서 세트 및 주류 왕창 시킴. 뭐 달라고 하면 가서 안옴. 또 눌러서 달라고 해야 2번째에 갖다줌. 맥주도 세 번 부름. 스프라이트 30분 후에 옴. 볶음밥은 와서 재료 던져놓고 한참을 안옴. 벨 눌러서 부르니 그냥 양념넣고 가서 또 한참을 안옴. 탈때까지 기다려보자고 했는데 친구가 벨 안눌렀으면 볼만했을듯. 볶음밥 하나 먹는데 벨을 4번 누르는 가게. 돈은 비싸고 룸은 덥고 서비스는 느리고 돈보다도 시간이 아깝고 오랜만에 만난 사람들에게 미안했던 방문. 그 다음 모임들은 전부 다른 가게로 옮겼습니다.,0
7,친절하세요ㅎㅎ 잘먹었습니다,1
4,,1
4,가격대비 서비스를 받는다는 느낌이 안들고 고기도 그냥저냥 깍두기 볶음밥은 별로입니다..,1
3,된찌밥이 진짜 별미,0
8,이 가격이라면 맛 없을 수는 없겠지만 기대보다는 그닥..ㅠㅠ다른 지점에서는 분명 더 맛있게 먹었는데 구워주시는 분에 따라 차이가 있는 걸까요..,1
4,살다살다 이런 가게는 처음입니다.사고 쳐놓고 직원끼리 작당모의 하고 아무일 없는 척 일하는 분들. 매니저는 가식적으로 다음에 오면 서비스 해드릴게요 하는가게.옛날 창고 생각하고 가시지 않길 바랍니다. 유명 프랜차이즈에 인수된 가게에 불과합니다,1
7,두번 가지는 않을것후기대로 직원들 싸가지 없음벨무시 기본메뉴판 달라니까 불친절하게 저뒤에 있잖아요 내가 이집 주인이냐! 저뒤에 있는줄 알게!!!다신 안간다,1
3,벨 무시당함 지나가는 직원한테 고기꿔달라고 말해야함. 언제먹으라는 말도 없이 그냥 휙 가버림 이 돈주고 이 서비스를 당해야하나,0
2,"불친절, 반찬이 특색없음 특히 깍두기볶음밥 최악 물냉은 그나마 먹을만담부턴 경천애인이나 한와담 가야지",0
6,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,1
3,,0
5,잘먹었슘다! 맛있어요:),1
3,5인 방문해서 세트 및 주류 왕창 시킴. 뭐 달라고 하면 가서 안옴. 또 눌러서 달라고 해야 2번째에 갖다줌. 맥주도 세 번 부름. 스프라이트 30분 후에 옴. 볶음밥은 와서 재료 던져놓고 한참을 안옴. 벨 눌러서 부르니 그냥 양념넣고 가서 또 한참을 안옴. 탈때까지 기다려보자고 했는데 친구가 벨 안눌렀으면 볼만했을듯. 볶음밥 하나 먹는데 벨을 4번 누르는 가게. 돈은 비싸고 룸은 덥고 서비스는 느리고 돈보다도 시간이 아깝고 오랜만에 만난 사람들에게 미안했던 방문. 그 다음 모임들은 전부 다른 가게로 옮겼습니다.,0
7,친절하세요ㅎㅎ 잘먹었습니다,1
4,,1
4,가격대비 서비스를 받는다는 느낌이 안들고 고기도 그냥저냥 깍두기 볶음밥은 별로입니다..,1
3,된찌밥이 진짜 별미,0
8,이 가격이라면 맛 없을 수는 없겠지만 기대보다는 그닥..ㅠㅠ다른 지점에서는 분명 더 맛있게 먹었는데 구워주시는 분에 따라 차이가 있는 걸까요..,1
4,살다살다 이런 가게는 처음입니다.사고 쳐놓고 직원끼리 작당모의 하고 아무일 없는 척 일하는 분들. 매니저는 가식적으로 다음에 오면 서비스 해드릴게요 하는가게.옛날 창고 생각하고 가시지 않길 바랍니다. 유명 프랜차이즈에 인수된 가게에 불과합니다,1
7,두번 가지는 않을것후기대로 직원들 싸가지 없음벨무시 기본메뉴판 달라니까 불친절하게 저뒤에 있잖아요 내가 이집 주인이냐! 저뒤에 있는줄 알게!!!다신 안간다,1
3,벨 무시당함 지나가는 직원한테 고기꿔달라고 말해야함. 언제먹으라는 말도 없이 그냥 휙 가버림 이 돈주고 이 서비스를 당해야하나,0
2,"불친절, 반찬이 특색없음 특히 깍두기볶음밥 최악 물냉은 그나마 먹을만담부턴 경천애인이나 한와담 가야지",0
2,,0
2,룸에서 모임하기 좋아요.,0
4,너무 조치 룸도 잇고 근데 환기가 안됨 ㅠ그리고 카운터 남자분 일 똑바로 햇으면 ㅠ 싸1가지 진짜 가정교육 된장찌개에 밥말아먹엇나,1
6,"여기올때마다느끼는거지만 카운터 직원, 맨앞에서 자리응대하는직원 참 불친절...말풍선 다보인다. 말하는게 기본이 안된듯",1
3,,0
6,비싸지만 맛있음.. 분위기 면에서는 일산점보다는 훨씬 훌륭한데 맛은 일산이 조금 더 좋았음,1
3,,0
5,잘먹었슘다! 맛있어요:),1
3,5인 방문해서 세트 및 주류 왕창 시킴. 뭐 달라고 하면 가서 안옴. 또 눌러서 달라고 해야 2번째에 갖다줌. 맥주도 세 번 부름. 스프라이트 30분 후에 옴. 볶음밥은 와서 재료 던져놓고 한참을 안옴. 벨 눌러서 부르니 그냥 양념넣고 가서 또 한참을 안옴. 탈때까지 기다려보자고 했는데 친구가 벨 안눌렀으면 볼만했을듯. 볶음밥 하나 먹는데 벨을 4번 누르는 가게. 돈은 비싸고 룸은 덥고 서비스는 느리고 돈보다도 시간이 아깝고 오랜만에 만난 사람들에게 미안했던 방문. 그 다음 모임들은 전부 다른 가게로 옮겼습니다.,0
7,친절하세요ㅎㅎ 잘먹었습니다,1
4,,1
4,가격대비 서비스를 받는다는 느낌이 안들고 고기도 그냥저냥 깍두기 볶음밥은 별로입니다..,1
3,된찌밥이 진짜 별미,0
8,이 가격이라면 맛 없을 수는 없겠지만 기대보다는 그닥..ㅠㅠ다른 지점에서는 분명 더 맛있게 먹었는데 구워주시는 분에 따라 차이가 있는 걸까요..,1
4,살다살다 이런 가게는 처음입니다.사고 쳐놓고 직원끼리 작당모의 하고 아무일 없는 척 일하는 분들. 매니저는 가식적으로 다음에 오면 서비스 해드릴게요 하는가게.옛날 창고 생각하고 가시지 않길 바랍니다. 유명 프랜차이즈에 인수된 가게에 불과합니다,1
7,두번 가지는 않을것후기대로 직원들 싸가지 없음벨무시 기본메뉴판 달라니까 불친절하게 저뒤에 있잖아요 내가 이집 주인이냐! 저뒤에 있는줄 알게!!!다신 안간다,1
3,벨 무시당함 지나가는 직원한테 고기꿔달라고 말해야함. 언제먹으라는 말도 없이 그냥 휙 가버림 이 돈주고 이 서비스를 당해야하나,0
2,"불친절, 반찬이 특색없음 특히 깍두기볶음밥 최악 물냉은 그나마 먹을만담부턴 경천애인이나 한와담 가야지",0
2,,0
2,룸에서 모임하기 좋아요.,0
4,너무 조치 룸도 잇고 근데 환기가 안됨 ㅠ그리고 카운터 남자분 일 똑바로 햇으면 ㅠ 싸1가지 진짜 가정교육 된장찌개에 밥말아먹엇나,1
6,"여기올때마다느끼는거지만 카운터 직원, 맨앞에서 자리응대하는직원 참 불친절...말풍선 다보인다. 말하는게 기본이 안된듯",1
3,,0
1,바닥이 너무 미끌거림..파채는 도끼로 써는듯,0
1,친구들과 즐겁게 식사하고 왔어요. 룸도 있어서 룸에서 먹으니 좋네요!,0
6,,1
3,원래 리뷰 아예안쓰는데 처음 씁니다. 오랜만에 왔는데 서비스는 개나 줘버리고 고기올려놓고 까먹은건지 뭔지 오지도 않고 이게 소고기인지 고무씹는건지 모르겠네요. 맛있다고 지인 데려왔는데 다신 안올거같아요 만원짜리 삼겹살집이 더 나았을듯,0
4,아니 고기 몇만원어치를 먹는데 계속 안구워주고 벨을 눌러도 묵묵 부답 진짜 비싼값내고 먹는데 짜증나 죽을뻔함,1
7,,1
4,그가격에 그맛,1
2,,0
7,,1
4,그가격에 그맛,1
2,,0
7,,1
4,그가격에 그맛,1
2,,0
3,진짜 맛있어요( ◜⤙◝ )♡,0
1,맛있어요,0
4,제가 구워먹는 고기를 크게 선호하지 않는 편인데 여긴 진짜 맛있어요 ㅋㅋ 데려간 지인들도 다 만족했어요,1
1,,0
4,무엇보다 친절하시고 맛있어요~~ 항정살은 솔드아웃이라 목살 삼겹만 먹었어요 ~~ 고기 두껍고 굿굿,1
7,,1
4,그가격에 그맛,1
2,,0
3,진짜 맛있어요( ◜⤙◝ )♡,0
1,맛있어요,0
4,제가 구워먹는 고기를 크게 선호하지 않는 편인데 여긴 진짜 맛있어요 ㅋㅋ 데려간 지인들도 다 만족했어요,1
1,,0
4,무엇보다 친절하시고 맛있어요~~ 항정살은 솔드아웃이라 목살 삼겹만 먹었어요 ~~ 고기 두껍고 굿굿,1
8,"가격이 비싸고 양이 작아서 가성비 면에선 별로지만 삼겹살이 진짜 맛있어요. 육즙 콸콸👍🏻 목살은 삼겹살만큼은 아니었고, 된장찌개는 쏘쏘에 물냉은 진짜 별로에요😨 고기 구워주시는 직원 분 정말 유쾌하셨구 비싸지만 삼겹살 먹으러 또 갈거같아요 ㅎㅎ",1
4,된장찌개 냉면 등은 평범한데 고기가 미쳤음 한 남자직원이 너무 불친절해서 기분 나빴는데그걸 다 용서할 수 있을만큼 존맛,1
1,고기 당연히 맛있고 된장밥도 맛있었구 비빔냉면이 진짜 맛있어요!! 직원분들 고기도 잘구워주시고 엄청 친절하고 유쾌하셔서 기분좋게 식사했어요. 얼린 물티슈도 주시는 센스...!! 유일한 아쉬운점은 양이 약간 작은 점 정도입니당,0
3,가격있는만큼 고기 질이 좋다 사장님 고기굽는 스킬도 좋아서 더 좋다,0
2,진짜 여기저기 다녀봤지만 이곳이 좋다..양은 많은 편은 아니지만 그렇다고 적은 편도 아님!삼겹살 먹고싶을땐 무조건 여기 감.. 쵝오,0
7,,1
4,그가격에 그맛,1
2,,0
3,진짜 맛있어요( ◜⤙◝ )♡,0
1,맛있어요,0
4,제가 구워먹는 고기를 크게 선호하지 않는 편인데 여긴 진짜 맛있어요 ㅋㅋ 데려간 지인들도 다 만족했어요,1
1,,0
4,무엇보다 친절하시고 맛있어요~~ 항정살은 솔드아웃이라 목살 삼겹만 먹었어요 ~~ 고기 두껍고 굿굿,1
8,"가격이 비싸고 양이 작아서 가성비 면에선 별로지만 삼겹살이 진짜 맛있어요. 육즙 콸콸👍🏻 목살은 삼겹살만큼은 아니었고, 된장찌개는 쏘쏘에 물냉은 진짜 별로에요😨 고기 구워주시는 직원 분 정말 유쾌하셨구 비싸지만 삼겹살 먹으러 또 갈거같아요 ㅎㅎ",1
4,된장찌개 냉면 등은 평범한데 고기가 미쳤음 한 남자직원이 너무 불친절해서 기분 나빴는데그걸 다 용서할 수 있을만큼 존맛,1
1,고기 당연히 맛있고 된장밥도 맛있었구 비빔냉면이 진짜 맛있어요!! 직원분들 고기도 잘구워주시고 엄청 친절하고 유쾌하셔서 기분좋게 식사했어요. 얼린 물티슈도 주시는 센스...!! 유일한 아쉬운점은 양이 약간 작은 점 정도입니당,0
3,가격있는만큼 고기 질이 좋다 사장님 고기굽는 스킬도 좋아서 더 좋다,0
2,진짜 여기저기 다녀봤지만 이곳이 좋다..양은 많은 편은 아니지만 그렇다고 적은 편도 아님!삼겹살 먹고싶을땐 무조건 여기 감.. 쵝오,0
3,,0
5,존맛탱. 양 적고 비싸지만 돈 값합니다. 두꺼운 삼겹살 유행이지만 그 중에서도 뛰어난 맛입니다. 직원들도 친절하십니다. 괜히 사람이 많은 게 아님!!! 재방문의사 200%. 오래오래 다니고싶은 집.,1
3,"가격이 좀 비싸지만 통통하고 넘나 맛있어요,,양 적어서 3명이서 6인분은 먹어줘야해요직원분들 친절해요",0
2,,0
3,"목살, 삼겹살 먹었는데 첫 한점은 정말 맛있는데 나중갈수록 퍽퍽해서 아쉬웠어요ㅜㅠ 남자친구가 강추해서 같이 간 곳인데 고기 구워주시는 직원분에 따라서 고기 맛이 달라지는 거 같아요~ 비빔냉면도 맛있었습니다~",0
7,"프렌치랙, 등심이 맛있습니다. 숄더랙은 질겼어요. 사이드로 고추 명란밥 추천드립니다. 직원이 구워주기는 하나, 손 댈 필요 없을 정도로 신경쓰지는 않으니 이 점 유의하세요.",1
3,양고기 냄새 전혀없고 부드럽습니다 처음드시는 분들도 거부감 못느끼겠어요직접 구워주어 편합니다 6명이 배불리먹고 30정도 나왔어요 와인콜키지 2인당1병 무료,0
2,,0
7,"프렌치랙, 등심이 맛있습니다. 숄더랙은 질겼어요. 사이드로 고추 명란밥 추천드립니다. 직원이 구워주기는 하나, 손 댈 필요 없을 정도로 신경쓰지는 않으니 이 점 유의하세요.",1
3,양고기 냄새 전혀없고 부드럽습니다 처음드시는 분들도 거부감 못느끼겠어요직접 구워주어 편합니다 6명이 배불리먹고 30정도 나왔어요 와인콜키지 2인당1병 무료,0
2,,0
4,돈많이 벌어서 배부른집,1
2,맛이 좋아 4번 방문했었습니다.5번째 방문하려는데 매우 불쾌하네요. 매니저이신지 사장님이신지. 시간이 가면 갈수록 불친절해지시더니 정점을 찍어 다신 방문의사 없습니다. 브레이크타임에 대한 내용이 안내문마다 달라 브레이크타임 종료시에 들어갔더니 브레이크타임 종료는 맞는데 30분의 추가 세팅시간이 있으니 30분있다가 다시 방문해달라는 어이없는 소리를 계산대 책상에 몸을 기대서 건성 건성 답변해주시더라고요. 정말 맛때문에 그냥 참고 다녔었는데 삼성점이랑은 다른 태도에 시간이 더걸리더라도 다시 삼성점으로 방문할 생각입니다. 리뷰확인하시고 헛걸음하지 않길 바랍니다.,0
2,"맛 좋습니다.예약시스템, 합리적 가격, 좋은 위치단, 룸은 구워지지않는 시스템은 조금 아쉽습니다 참고해주세요!",0
4,"일단 맛도 있고 서비스도 잘 갖춰져있다. 이런 곳은 하란데로 하는게 좋다. 서비스란게.. 받는 사람도 하기나름. 꽉찬 테이블 왔다갔다 하면서도, 잘 구워주고 챙겨주었다고 생각한다. 매우 미숙하지만 엄청 노력해준 새알바분도 땡큐.",1
2,맛있는 편.2인은 바 좌석 밖에 못 앉아서 상당히 불편하다.직원이 직접 구워주다보니 따닥따닥 앉히는 것도 불편.4인 이상부터만 예약 가능.입구쪽에서 안내하는 남직원 상당히 고압적.분위기는 좋고 고기도 신선한 편.특제 소스는 살짝 찍는 게 아니라 듬뿍 찍어먹는 게 맛있다.사이드 메뉴 중 라멘과 고추명란밥은 둘 다 간이 좀 세다.,0
7,"프렌치랙, 등심이 맛있습니다. 숄더랙은 질겼어요. 사이드로 고추 명란밥 추천드립니다. 직원이 구워주기는 하나, 손 댈 필요 없을 정도로 신경쓰지는 않으니 이 점 유의하세요.",1
3,양고기 냄새 전혀없고 부드럽습니다 처음드시는 분들도 거부감 못느끼겠어요직접 구워주어 편합니다 6명이 배불리먹고 30정도 나왔어요 와인콜키지 2인당1병 무료,0
2,,0
4,돈많이 벌어서 배부른집,1
2,맛이 좋아 4번 방문했었습니다.5번째 방문하려는데 매우 불쾌하네요. 매니저이신지 사장님이신지. 시간이 가면 갈수록 불친절해지시더니 정점을 찍어 다신 방문의사 없습니다. 브레이크타임에 대한 내용이 안내문마다 달라 브레이크타임 종료시에 들어갔더니 브레이크타임 종료는 맞는데 30분의 추가 세팅시간이 있으니 30분있다가 다시 방문해달라는 어이없는 소리를 계산대 책상에 몸을 기대서 건성 건성 답변해주시더라고요. 정말 맛때문에 그냥 참고 다녔었는데 삼성점이랑은 다른 태도에 시간이 더걸리더라도 다시 삼성점으로 방문할 생각입니다. 리뷰확인하시고 헛걸음하지 않길 바랍니다.,0
2,"맛 좋습니다.예약시스템, 합리적 가격, 좋은 위치단, 룸은 구워지지않는 시스템은 조금 아쉽습니다 참고해주세요!",0
4,"일단 맛도 있고 서비스도 잘 갖춰져있다. 이런 곳은 하란데로 하는게 좋다. 서비스란게.. 받는 사람도 하기나름. 꽉찬 테이블 왔다갔다 하면서도, 잘 구워주고 챙겨주었다고 생각한다. 매우 미숙하지만 엄청 노력해준 새알바분도 땡큐.",1
2,맛있는 편.2인은 바 좌석 밖에 못 앉아서 상당히 불편하다.직원이 직접 구워주다보니 따닥따닥 앉히는 것도 불편.4인 이상부터만 예약 가능.입구쪽에서 안내하는 남직원 상당히 고압적.분위기는 좋고 고기도 신선한 편.특제 소스는 살짝 찍는 게 아니라 듬뿍 찍어먹는 게 맛있다.사이드 메뉴 중 라멘과 고추명란밥은 둘 다 간이 좀 세다.,0
1,,0
1,친절한듯 하지만 부족한 점이 많은 서비스..맛없다고 하긴 애매하지만 그렇다고 뛰어나게 맛있지도 않음…,0
6,"고메램 강남점에서 지인과 모듬양갈비로 맛있는 양고기 숯불구이를 먹었다. 처음 먹어보는 양고기구이였는데, 각 부위와 먹는 방법에 대한 설명으로 양고기를 맛있게 먹어볼 수 있었다.",1
3,너무 맛있어요 앉은 자리도 편하고 인테리어 분위기 너무 좋네요 사이드메뉴도 짜지않고 전반적으로 구수한 맛이여서 더 좋았어요~,0
2,맛있어요!! 분위기도 좋고 담에 또 가야겠어요 ㅎㅎ굳굳,0
7,"프렌치랙, 등심이 맛있습니다. 숄더랙은 질겼어요. 사이드로 고추 명란밥 추천드립니다. 직원이 구워주기는 하나, 손 댈 필요 없을 정도로 신경쓰지는 않으니 이 점 유의하세요.",1
3,양고기 냄새 전혀없고 부드럽습니다 처음드시는 분들도 거부감 못느끼겠어요직접 구워주어 편합니다 6명이 배불리먹고 30정도 나왔어요 와인콜키지 2인당1병 무료,0
2,,0
4,돈많이 벌어서 배부른집,1
2,맛이 좋아 4번 방문했었습니다.5번째 방문하려는데 매우 불쾌하네요. 매니저이신지 사장님이신지. 시간이 가면 갈수록 불친절해지시더니 정점을 찍어 다신 방문의사 없습니다. 브레이크타임에 대한 내용이 안내문마다 달라 브레이크타임 종료시에 들어갔더니 브레이크타임 종료는 맞는데 30분의 추가 세팅시간이 있으니 30분있다가 다시 방문해달라는 어이없는 소리를 계산대 책상에 몸을 기대서 건성 건성 답변해주시더라고요. 정말 맛때문에 그냥 참고 다녔었는데 삼성점이랑은 다른 태도에 시간이 더걸리더라도 다시 삼성점으로 방문할 생각입니다. 리뷰확인하시고 헛걸음하지 않길 바랍니다.,0
2,"맛 좋습니다.예약시스템, 합리적 가격, 좋은 위치단, 룸은 구워지지않는 시스템은 조금 아쉽습니다 참고해주세요!",0
